Internal ID,Internal ID,Name,Legacy Vendor ID,Acount Number
3073,3073,KRUIS MOLD & ENGINEERING,31495,31495
3074,3074,L & R MANUFACTURING COMPANY,30058,30058
3076,3076,L&C DEFLASING AND COATING,42751,42751
3075,3075,L.K.S. AUTO BODY,33073,33073
3077,3077,LAB SAFETY SUPPLY,"2,163,830,116",21638
3078,3078,LABQUIP,42839,42839
3079,3079,LAKELAND ELECTRONIC SUPPLY,31502,31502
3080,3080,LAKESIDE FARM MARKET,98577,98577
3081,3081,LAKEVIEW ADVANCED SOLUTIONS,32826,32826
3082,3082,"LANCO ACQUISITION, LLC",98622,98622
3083,3083,LARRY'S LOCK & SAFE,32796,32796
3084,3084,"LAUER COMMUNICATIONS, INC.",30218,30218
3085,3085,"LDM, LOADING DOCK MAINTENANCE",30111,30111
3086,3086,"LEADING LEAN, INC",30096,30096
3087,3087,LEHIGH SAFETY SHOE CO.,31334,31334
3088,3088,LEWGER MACHINE & TOOL,43080,43080
3089,3089,LEWIS SEAL & CONSULTING LTD,"3,803,048,030",38030
3090,3090,LIBERTY SUPPLY,98339,98339
3091,3091,LIGONIER LOCKSMITH & SUPPLY,43068,43068
3092,3092,LIGONIER PALLET,"3,802,748,027",38027
3093,3093,LIGONIER TELEPHONE CO.,41382,41382
3094,3094,LIGONIER UTILITIES,41530,41530
3095,3095,LINCOLN FINANCIAL GROUP,"3,031,330,326",30313
3096,3096,LISLE CORPORATION,43024,43024
3097,3097,LOCAL NO. 7 INT. BRO. TCW & H,31504,31504
3098,3098,LOCKE - BROTHERS INC,"3,181,441,814",31814
3099,3099,LOCL.NET,33082,33082
3100,3100,LONGWOOD ENGINEERED PRODUCTS,33062,33062
3101,3101,LORD CORP,32818,32818
3102,3102,LRG CORPORATION,31004,31004
3103,3103,LUTHERAN MEDICAL GROUP LLC,30231,30231
3104,3104,LYMAN ENGINEERING,43081,43081
3105,3105,LYNAIR INC.,32894,32894
3106,3106,M & M CONTROL SERVICE,33033,33033
3107,3107,M&D OUTDOOR SERVICES LLC,30337,30337
3111,3111,MAB INDUSTRIES,"3,800,848,008",38008
3112,3112,MAGID GLOVE & SAFETY MFG.,40027,40027
3113,3113,MAGNAFLUX,41567,41567
3114,3114,MAGNUM VENUS PRODUCTS,"3,003,540,042",30035
3115,3115,MAIL MANAGEMENT,41689,41689
3108,3108,MaintainX INC.,30383,30383
3116,3116,"MAINTENANCE ENGINEERING, LTD.",30073,30073
3117,3117,MANAGEMENT RECRUITERS,42808,42808
3118,3118,"MANUFACTURER'S NEWS, INC.",49999,49999
3119,3119,MANUFACTURING SOLUTIONS INC.,32884,32884
3120,3120,MANYARD INDUSTRIES USA LLC,98393,98393
3121,3121,MAPLE CITY FIRE PROTECTION INC,41343,41343
3122,3122,"MAPLE CITY MACHINE, INC.",31067,31067
3123,3123,MARMARK ENTERPRISES,31803,31803
3124,3124,MARSH USA INC.,"3,150,741,507",31507
3125,3125,MARTINEZ CREATIVE GROUP,32653,32653
3109,3109,"Marubeni Specialty Chemicals,",40058,40058
3126,3126,MARVEL CONSULTANTS INC,"3,481,844,818",34818
3127,3127,MASTER GROUP,40048,40048
3128,3128,MASTER HEATING & COOLING,98545,98545
3129,3129,MASTER SEARCH INC.,42867,42867
2573,2573,MASTERGRAPHICS INC.,40021,40021
3130,3130,"MASTERMANS,LLP  ID#141905",30006,30006
3131,3131,MATERIALS HANDLING EQUIP. CORP,31508,31508
3132,3132,MATT BUCHAHAN,30239,30239
3133,3133,"MAUDLIN & SON MFG., INC.",30157,30157
3134,3134,"MAXI-BLAST, INC.",41633,41633
3135,3135,MAYER TOOL & ENGINEERING,42708,42708
3136,3136,MCGEE INDUSTRIES,31615,31615
3137,3137,MCI,"3,003,733,064",30037
3110,3110,McJUNKIN RED MAN CORPORATION,30191,30191
3138,3138,MCLUBE DIVISION OF MCGEE IND.,30235,30235
3139,3139,MCMASTER-CARR SUPPLY CO.,"313,403,800,941,340",31340
3140,3140,MEIJER INC.,30292,30292
3141,3141,MELCHING MACHINE INC.,98333,98333
3142,3142,MENARDS,30060,30060
3143,3143,METAL SUPERMARKETS,98555,98555
3144,3144,METLIFE SMALL BUSINESS CENTER,30030,30030
3145,3145,METROPOLITAN LABORATORIES,33034,33034
3146,3146,MEYER LABORATORY,30042,30042
3147,3147,MEYER PLASTICS,30101,30101
3148,3148,MFG.COM,30212,30212
3149,3149,MIAMI TOOL & DIE INC.,41346,41346
3150,3150,MICHIGAN CONFERENCE TEAMSTERS,33072,33072
3151,3151,MICHIGAN DEPARTMENT OF TREASUR,30117,30117
3152,3152,MICHIGAN DEPTMENT OF TREASURY,22860,22860
3153,3153,MICHIGAN GRAPHIC ART,32797,32797
3154,3154,MICHIGAN TREASURY,22858,22858
3155,3155,MID-STATES BOLT & SCREW CO.,30080,30080
3156,3156,"MIDSTATE CAPITAL, LLC.",30067,30067
3157,3157,MIDWEST ENGINEERED PROD CORP.,33011,33011
3158,3158,MIDWEST ESSENTIALS,31619,31619
3159,3159,MIDWEST PAPER SPECIALTIES CO.,33047,33047
3160,3160,MIL-TEK RUBBER,30802,30802
3161,3161,MILLIMAN,30365,30365
3162,3162,MINITAB,30364,30364
3163,3163,MINNESOTA RUBBER & PLASTIC,30118,30118
3164,3164,MINOLTA LEASING SERVICES,31107,31107
3165,3165,MIRANDA K. PERNELL,43031,43031
3166,3166,MISC,39999,39999
3167,3167,"MISUMI USA, INC.",98293,98293
3168,3168,MITTLER SUPPLY INC.,"3,135,141,351",31351
3169,3169,MONARCH LATHES,43061,43061
3170,3170,MOSSBERG INDUSTRIES,32053,32053
3171,3171,MOTION INDUSTRIES,41222,41222
3172,3172,MOTION INDUSTRIES INC.,31222,31222
3173,3173,MSC INDUSTRIAL SUPPLY,41162,41162
3174,3174,MSC INDUSTRIAL SUPPLY #216723,31162,31162
3175,3175,MTI CORPORATION,32890,32890
3176,3176,"MTR MACHINING CONCEPT, INC.","3,038,198,272",30381
3177,3177,"MURRAY EQUIPMENT, INC.",30085,30085
3178,3178,MURRY EQUIPMENT INC.,30154,30154
3179,3179,NATIONAL ABRASIVE SALES CO.,33045,33045
3180,3180,NATIONAL BAG COMPANY,41954,41954
3181,3181,NATIONAL DIAMOND TOOL&COATING,30226,30226
3182,3182,NATIONAL FLUID POWER ASSOC.,30822,30822
3183,3183,NATIONAL TECHNOLOGY TRANSFER I,32807,32807
3184,3184,NATIONWIDE,30283,30283
3185,3185,NBD EQUIPMENT FINANCE INC.,41214,41214
3186,3186,NBS OFFICE SUPPLIES & EQUIP.,41365,41365
3187,3187,NC ELECTRONICS,43057,43057
3188,3188,"NEFF ENGINEERING COMP., INC.",30077,30077
3189,3189,NEI GLASS,98299,98299
3190,3190,"NELSON PRODUCTS, INC.",30169,30169
3191,3191,NEOPOST LEASING,41674,41674
3192,3192,NESI SOLUTIONS INC.,32872,32872
3193,3193,NETWORK SAFETY CONSULTANTS INC,30288,30288
3194,3194,"NEW BEDFORD CAPACITOR, INC.",30003,30003
3195,3195,NEW PIG CORPORATION,30065,30065
3196,3196,NEWARK INONE,43062,43062
3197,3197,NFM WELDING ENGINEEERS,38100,38100
3198,3198,NIBLOCK MACHINERY,43086,43086
3199,3199,NIPSCO,"31,263,315,973,801,000,000",31263
3200,3200,NOBLE CO. TREASURER,41829,41829
3201,3201,NOBLE COUNTY TREASURER,41828,41828
3202,3202,NORMAN STEIN & ASSOC.,43006,43006
3203,3203,NORTH CENTRAL COOPERATIVE,30068,30068
3204,3204,NORTH EAST POLY BAG,43048,43048
3205,3205,"NORTHEASTERN CENTER, INC.",31731,31731
3206,3206,"NORTHERN SAFETY CO., INC.","4,307,943,083",43079
3207,3207,NORTHERN TRUST,30195,30195
3208,3208,NORTHFIELD PRECISION INSTRUMNT,41538,41538
3209,3209,"NORTHWOOD INDUSTREIS, INC.",31003,31003
3210,3210,NSF INTERNATIONAL,31331,31331
3211,3211,NSF-ISR,41331,41331
3212,3212,NUGIERFROOM CORPORATION,98733,98733
3213,3213,"OAK VIEW TOOL COMPANY, LLC.",31000,31000
3214,3214,OCCIDENTAL CHEMICAL CORP.,42045,42045
3215,3215,OCCUPATIONAL HEALTH MANAGEMENT,43040,43040
3216,3216,OFFICE CONCEPTS INC.,"3,111,941,119",31119
3217,3217,OFFICE ESSENTIALS,32475,32475
3218,3218,OHIO BUREAU OF WORKERS COMP.,32800,32800
3219,3219,OLD NATIONAL BANK,32006,32006
3220,3220,"OMEGA ENGINEERING, INC.",32021,32021
3221,3221,OMNI-SIL TECHNOLOGIES INC.,30413,30413
3222,3222,OMNI-TRON TOOLING & ENGINERING,42551,42551
3223,3223,"ONXX TOOL, INC.",30277,30277
3224,3224,"OPTIMA ASSOSIATES, INC.",30319,30319
3225,3225,ORKIN EXTERMINATING,43028,43028
3226,3226,OUT OF THE WOODS FLORIST,30301,30301
3227,3227,PAAPRI CLOUD TECHNOLGIES,30380,30380
3228,3228,"PAINT-IT, INC.",40049,40049
3229,3229,PANTHER PREMIUM LOGISTICS,30305,30305
3230,3230,PARASON MACHINE,43010,43010
3231,3231,"PARK PLACE TECHNOLOGIES, LLC.",32007,32007
3232,3232,PARKER ENGINEERED SEALS DIV.,33068,33068
3233,3233,PARKER HANNIFIN,42000,42000
3234,3234,PARKER INDUSTRIAL SAFETY,41091,41091
3235,3235,PARKER POWERTRAIN,31223,31223
3236,3236,PARKVIEW OCCUPATIONAL HEALTH,43071,43071
3237,3237,"PARTS & ELECTRIC MOTORS, INC.",30171,30171
3238,3238,"PAUL H. GESSWEIN & COMP.,INC.",41217,41217
3239,3239,PBCC,"3,802,648,026",38026
3240,3240,PENN TOOL,32723,32723
3241,3241,PERFECTION SERVO HYDRAULICS,40002,40002
3242,3242,PERFORMANCE PRODUCTS,"3,801,148,011",38011
3243,3243,PERIGEE DIRECT-AMLEE INNOV.,98267,98267
3244,3244,PERRY JOHNSON REGISTRARS INC.,"32,633,380,124,263,300,000",32633
3245,3245,"PHC INDUSTRIES, INC",33050,33050
3246,3246,PHILLIPS STEEL CORP.,31511,31511
3247,3247,PHOENIX INDUSTRIES,31787,31787
3248,3248,PHOENIX MECHANICAL,"3,003,241,250",30032
3249,3249,"PHOENIX METAL WORKS, INC.",30285,30285
3250,3250,PIC DESIGN CORP,30152,30152
3251,3251,PINNACLE ELASTOMERIC TECH.,30051,30051
3252,3252,PINNACLE ELASTOMERS,38029,38029
3253,3253,PIONEER RESEARCH,43065,43065
3254,3254,POLYMER CONCEPTS TECH.,40064,40064
3255,3255,POLYMER TECHNOLOGIES INC.,30186,30186
3256,3256,"POLYSPEDE ELECTRONICS, INC.",98606,98606
3257,3257,PORT PLASTICS,43051,43051
3258,3258,"POWER PLANT SERVICE,INC.",30194,30194
3259,3259,POWERTEC,33048,33048
3260,3260,"PRECISION ASSOCIATES, INC.",40052,40052
3261,3261,"PRECISION FLUID POWER, INC.",30189,30189
3262,3262,PRECISION GRINDING &SHARPENING,41629,41629
3263,3263,PRECISION IN MOTION CNC LLC,30389,30389
3264,3264,PRECISION MACHINE TOOL SERVICE,30147,30147
3265,3265,"PRECISION PRODUCT GROUP,INC.",31568,31568
3266,3266,"PRECISION PRODUCTS GROUP,INC.",41568,41568
3267,3267,PREFERRED CLEANING SERVICES,30317,30317
3268,3268,"PREFERRED MAINTENANCE, INC.",30188,30188
3269,3269,PREFERRED RUBBER COMPOUNDING,31628,31628
3270,3270,PREGIS FILMS,98535,98535
3271,3271,PRESS SEAL GASKET CORP,31561,31561
3272,3272,PRINTING PLACE,32225,32225
3273,3273,PRO HEAT,32781,32781
3274,3274,PRO TEMP,42145,42145
3275,3275,PRODUCT ACTION,32903,32903
3276,3276,PRODUCTION LAPPING COMPANY INC,32763,32763
3277,3277,PRODUCTIVITY,32854,32854
3278,3278,PRODUCTIVITY-QUALITY SYSTEMS,32916,32916
3279,3279,PROFESSIONAL PLASTICS,40024,40024
3280,3280,PROFILES IN OKLAHOMA BUS. SUC.,43001,43001
3281,3281,PROMARR PLASTICS,30402,30402
3282,3282,PROTECTIVE LIFE INS. CO.,"3,240,842,408",32408
3283,3283,PROVIDENT LIFE AND ACCIDENT IN,30047,30047
3284,3284,PRYOR RESOURCES INC.,33070,33070
3285,3285,PT SOLUTIONS,30190,30190
3286,3286,PTFE COMPOUNDS INC.,42864,42864
3287,3287,PURCHASE POWER,"3,802,048,020",38020
3288,3288,"PURITY CYLINDER GASES, INC.",30109,30109
3289,3289,Q-CEE'S PRODUCT CORP.,"3,106,441,064",31064
3290,3290,QLABELS,40007,40007
3291,3291,QPA,32914,32914
3292,3292,QUALITEST USA,30192,30192
3293,3293,QUALITY COUNCIL OF INDIANA,32704,32704
3294,3294,"QUARTERSPORT, INC.",43066,43066
3295,3295,QUEST DIAGNOSTICS,30323,30323
3296,3296,QUILL CORPORATION,"3,274,842,748",32748
3297,3297,QWEST BUSINESS SERVICES,31788,31788
3298,3298,R & D WIRE INC.,42887,42887
3301,3301,R+L CARRIERS,32918,32918
3299,3299,"R.A. MUELLER, INC.",30093,30093
3300,3300,"R.C. DAVIS, INC.",32861,32861
3302,3302,RADWELL INTERNATIONAL LLC,30373,30373
3303,3303,"RAINBOW MASTERMIXING, LLC.",30824,30824
3304,3304,RAMADA INN OF ANGOLA,31532,31532
3305,3305,RAN INDUSTRIES,33058,33058
3306,3306,RAPID FORMS,43088,43088
3307,3307,RAPID WATERJET DESIGN,98251,98251
3308,3308,RD ABBOTT,30385,30385
3309,3309,RECEIVABLE MANAGEMENT SERVICES,30069,30069
3310,3310,"REEL PIPE & VALVE COMP.,INC.",30106,30106
3311,3311,REGENTS OF THE UNIVERSITY,30362,30362
3312,3312,REID'S CAR PARTS INC.,43019,43019
3313,3313,RELIABLE,42853,42853
3314,3314,RELIABLE BELTING & TRANSMISSIN,41297,41297
3315,3315,REP TEK VENTURES LLC,32003,32003
3316,3316,REPUBLIC ROLLER,31963,31963
3317,3317,REPUBLIC SERVICES #92,30236,30236
3318,3318,RESOURCES FOR MFG. INC.(RFM),30210,30210
3319,3319,RICHARD BAUMANN,41920,41920
3320,3320,"RICHARD J. BAGAN CO., INC",41234,41234
3321,3321,RICHARD J. BAGAN INC.,31234,31234
3322,3322,RICHLIN MACHINERY,43003,43003
3323,3323,"RICO TECHNOLOGIES, INC",42806,42806
3324,3324,RJ REPAIR,30074,30074
3325,3325,RKC AMERICA INC.,30193,30193
3326,3326,RMJ SERVICES INC.,30002,30002
3327,3327,ROADWAY EXPRESS,30014,30014
3328,3328,ROBERT DIETRICK CO. INC.,32892,32892
3329,3329,ROCHESTER MIDLAND CORP,43063,43063
3330,3330,ROCKHURST COLLEGE,38867,38867
3331,3331,ROLLS-ROYCE SOLUTION AMERICA,98243,98243
3332,3332,ROYAL PRODUCTS,30141,30141
3333,3333,RT ASSOCIATES,33071,33071
3334,3334,SAA-BRIGHTNET,32765,32765
3335,3335,SAE,32801,32801
3336,3336,SAFETY KLEEN CORP.,41206,41206
3337,3337,SAFETY SIGN COMPANY,30072,30072
3338,3338,SAFETY WEAR,31510,31510
3339,3339,"SAFETY-KLEEN SYSTEMS,INC.",31206,31206
3340,3340,SAFEWARE INC.,31490,31490
3341,3341,SALEM-REPUBLIC RUBBER CO.,32888,32888
3342,3342,SALES ENGINEERING CO.,42559,42559
3343,3343,SCHUMANN ENTERPRISES,98246,98246
3344,3344,SEAVAC USA LLC.,30395,30395
3345,3345,SECRETARY OF STATE,30155,30155
3346,3346,SENTINEL FLUID CONTROLS LLC,41363,41363
3347,3347,SERVICE ENGINEERING INC.,41209,41209
3348,3348,SERVICE EXPRESS INC.,31595,31595
3349,3349,SERVICE PRINTING CORP.,30200,30200
3350,3350,SETCO,30204,30204
3351,3351,SGS,"3,802,848,028",38028
3352,3352,SHAMBAUGH & SON INC.,33025,33025
3353,3353,"SHAMBAUGH & SONS, INC.",41666,41666
3354,3354,SHEETS LP GAS,32706,32706
3355,3355,SHEPHERD'S INDUSTRIAL TRUCK,30270,30270
3356,3356,SHI INTERNATIONAL CORP.,30269,30269
3357,3357,"SHINETEC GROUP, INC.",33085,33085
3358,3358,SHOP RITE,33077,33077
3359,3359,SHORE BANK,"3,292,140,004",32921
3360,3360,SHORTY'S SEWER SERVICE INC.,98735,98735
3361,3361,SIDENER ENGINEERING,33065,33065
3362,3362,SIMCO CONTROLS,40023,40023
3363,3363,SIMPLEX TIME RECORDER CO.,31598,31598
3364,3364,SK ENSINE CORPORATION,30248,30248
3365,3365,SKILLPATH SEMINARS,31092,31092
3366,3366,SKY COURIER,30023,30023
3367,3367,SMALLEY STEEL RING COMPANY,"3,015,341,298",30153
3368,3368,SMITH-BOLLINGER & CO.,"3,133,041,330",31330
3369,3369,"SMITHERS RAPRA, INC.","3,029,840,075",30298
3370,3370,SOLID CAM,30817,30817
3371,3371,SOLOMON CORP,33055,33055
3372,3372,"SOUTH BEND METAL PRODUCTS, INC",30165,30165
3373,3373,SOUTH BEND MODERN MOLDING,30070,30070
3374,3374,SOUTH BEND MODERN MOLDING INC.,41216,41216
3375,3375,SPECIALTY BLADES INC.,31071,31071
3376,3376,SPECIALTY PRODUCTS & POLYMERS,30078,30078
3377,3377,SPIFFI CLEAN LLC,30341,30341
3378,3378,SPRAGUE'S LAWN SERVICE,41604,41604
3379,3379,"SPRINTER MARKING, INC.",31481,31481
3380,3380,SSA SOUTHEAST,"3,282,942,829",32829
3381,3381,STAFFMARK,43050,43050
3382,3382,STAHLY PRINTING,43005,43005
3383,3383,STAPLES,30052,30052
3384,3384,STAPLES BUSINESS ADVANTAGE,30247,30247
3385,3385,STAPLES CREDIT PLAN,48014,48014
3386,3386,STATE OF MICHIGAN,"2,275,830,140",22758
3387,3387,STEFANIE LYNN LYNCH,"3,023,330,278",30233
3388,3388,STEPHEN GOULD CORP.,42717,42717
3389,3389,STEUBEN COUNTY COMMUNICATIONS,99075,99075
3390,3390,STEUBEN COUNTY ECONOMIC,98497,98497
3391,3391,STEUBEN COUNTY INDUST. GUILD,30315,30315
3392,3392,STEUBEN COUNTY REMC,30263,30263
3393,3393,STEUBEN COUNTY TREASURER,"318,293,183,031,831",31829
3394,3394,STONER,30272,30272
3395,3395,STRATEGIC SALES & MARKETING,30142,30142
3396,3396,SUMMIT CITY BOILER,32871,32871
3397,3397,SUMMIT OFFICE SUPPLIES,48029,48029
3398,3398,SUN ENERGY PRODUCTS CORP.,32994,32994
3399,3399,SUN LIFE FINANCIAL,30125,30125
3400,3400,SUPPLYON AG.,30145,30145
3401,3401,SURFACEPREP,43013,43013
3402,3402,SURFACEPREP/GNP/AFT DIVISION,30325,30325
3403,3403,SUZHOU JIAMITE TECHNOLOGY CO,98346,98346
3404,3404,"SWARTZ SALES, INC.",30203,30203
3405,3405,SWECO BUSINESS UNIT OF MI LLC,41517,41517
3406,3406,SYNAIR,32296,32296
3407,3407,SYNCB/AMAZON,30370,30370
3408,3408,SYSTEMS UNLIMITED,31518,31518
3409,3409,"T & W TOOL & MACHINE, INC.",30261,30261
3411,3411,T&M RUBBER INC.,"3,002,842,647",30028
3412,3412,"T-LON PRODUCTS, INC.",40066,40066
3410,3410,T.S. EXPEDITING SERVICES,30033,30033
3413,3413,TAPE PRODUCTS,41728,41728
3414,3414,TAYLOR'S STATIONERS,30021,30021
3415,3415,TEAM PRODUCTS,39705,39705
3416,3416,"TEC-HACKETT, INC.",31451,31451
3417,3417,TECH-SYN CORPORATION,40073,40073
3418,3418,TECHNETICS GROUP,"4,002,041,001",40020
3419,3419,TEK POLYMER N.A. INC.,40067,40067
3420,3420,TEKRA CORPORATION,32701,32701
3421,3421,TEMPCO ELECTRIC HEATER CORP.,41107,41107
3422,3422,TENNESSEE DEPARTMENT OF LABOR,40046,40046
3423,3423,TEX MILLER SUPPLIES,31348,31348
3424,3424,THE CHARDON RUBBER COMPANY,30168,30168
3425,3425,THE CLARK QUALITY ADVANTAGE,33054,33054
3426,3426,THE HANOVER INSURANCE GROUP,30347,30347
3427,3427,THE HARTFORD,"300,273,012,333,027",30027
3428,3428,THE HARTFORD-PRIORITY ACCOUNTS,30049,30049
3429,3429,THE HORTON GROUP,"3,002,440,018",30024
3430,3430,THE JOHNSON CORPORATION,32788,32788
3431,3431,THE NEWS - SUN,41739,41739
3432,3432,THE PAPERS INC.,41212,41212
3433,3433,THERMO-BURR/SURFTRAN MFG.,43053,43053
3434,3434,THOMAS PUBLISHING CO.,43025,43025
3435,3435,THOMAS PUBLISHING COMPANY,33069,33069
3436,3436,THREE RIVERS COMPRESSED AIR,30814,30814
3437,3437,TIME INDUSTRIAL INC.,43078,43078
3438,3438,"TIME SERVICES, INC.",31083,31083
3439,3439,TIMESAVERS INC.,31173,31173
3440,3440,TINIUS OLSEN TESTING MACHINE,30133,30133
3441,3441,TITUS TALENT STRATEGIES,30645,30645
3442,3442,"TJ NOWAK SUPPLY CO.,INC.",31452,31452
3443,3443,TOMMARK INC,30075,30075
3444,3444,TOPP MECHANICAL SERVICE LLC,30352,30352
3445,3445,TORK PRODUCTS INC.,42716,42716
3446,3446,"TOTAL PLASTICS RESOURCES, LLC.",41720,41720
3447,3447,TOWER GROUP INTERNATIONAL,42331,42331
3448,3448,TOWN OF FREMONT,"3,003,831,480",30038
3449,3449,"TPCO LLC,",30167,30167
3450,3450,TPI TORK PRODUCTS INC.,30064,30064
3451,3451,TRAILER LEASING & RENTAL,32866,32866
3452,3452,TRANS-CONSOLIDATED DISTRIBUTOR,43047,43047
3453,3453,TRAVELERS CL REMITTANCE CENTER,"302,223,022,430,234",30222
3454,3454,TRAXYS N.A. LLC,43090,43090
3455,3455,"TRI STATE CALIBRATION, INC.",32917,32917
3456,3456,TRI STATE COMPUTER CENTER,31379,31379
3457,3457,TRI-STATE COMPRESSED AIR,30259,30259
3458,3458,TRI-STATE INSTRUMENT SERVICE,33022,33022
3459,3459,TRIANGLE DRAFTING SUPPLY,41260,41260
3460,3460,"TRIANGLE RUBBER CO., LLC.",42414,42414
3461,3461,TRISTAR PLASTIC CORPORATION,40061,40061
3462,3462,TRISTAR PLASTICS,40065,40065
3463,3463,TSU TECHNOLOGY CENTER,30161,30161
3464,3464,TURNOMAT DIV.,32283,32283
3465,3465,TURPEN & ASSOCIATES,30314,30314
3466,3466,TWYMAN SAFETY,31431,31431
3467,3467,TYCO ELECTRONICS,33056,33056
3468,3468,TYLER MCCORD,98241,98241
3469,3469,"U.S. BUSINESS SYSTEMS, INC",43034,43034
3470,3470,U.S. POSTAL SERVICE,31645,31645
3471,3471,ULINE,42564,42564
3472,3472,ULINE   ACCT#432186,32564,32564
3473,3473,UNBEATEN PATH INTERNATIONAL,30273,30273
3474,3474,UNBEATEN PATH INTRNATIONAL LTD,30268,30268
3475,3475,UNIFIRST CORPORATION,32764,32764
3476,3476,UNION PALLET,32787,32787
3477,3477,UNIQUE FINISHERS,30097,30097
3478,3478,UNITED FEED SCREWS LTD,32756,32756
3479,3479,UNITED HEALTHCARE INSURANCE CO,"3,002,640,026",30026
3480,3480,UNITED HEARTLAND,31476,31476
3481,3481,UNITED PARCEL SERVICE,48016,48016
3482,3482,UNITED STATES PLASTIC CORP.,40030,40030
3483,3483,UNITED STATES POSTAL SERVICE,"3,230,442,304",32304
3484,3484,UNITED STATES TREASURY,30208,30208
3485,3485,UNITED WAY OF NOBLE COUNTY,43023,43023
3486,3486,UNITRANS,"3,241,142,411",32411
3487,3487,UNIVERCITY OF AKRON,30363,30363
3488,3488,"UNIVERSAL TRAFIC SERVICE, INC.",30174,30174
3489,3489,UNIVERSITY OF WISCONSIN-EXT.,33046,33046
3490,3490,UNUM LIFE INSURANCE,30206,30206
3491,3491,UNUM LIFE INSURANCE COMPANY,"30,046,310,693,167,000,000",30046
3492,3492,UPS FREIGHT,32769,32769
3493,3493,UPS SUPPLY CHAIN SOLUTIONS INC,31040,31040
3494,3494,US BANK EQUIPMENT FINANCE,32875,32875
3495,3495,USF HOLLAND,40006,40006
3496,3496,USF HOLLAND INC.,32766,32766
3497,3497,UT FAMILY BUSINESS CENTER,35001,35001
3498,3498,V.O. BAKER DISTRIBUTION CO.,43037,43037
3499,3499,VALENITE,41881,41881
3500,3500,VALLEY RUBBER MIXING INC.,32923,32923
3501,3501,VAN BERGEN AND ASSOCIATES,"3,003,440,041",30034
3502,3502,VANCAMPS,41654,41654
3503,3503,VANGOLA MACHINE & TOOL,33059,33059
3504,3504,VERTEX INC,33080,33080
3505,3505,VESTIL MANUFACTURING CO.,30158,30158
3506,3506,VISHAY MEASUREMENTS GROUP,31001,31001
3507,3507,VISION SERVICE PLAN-(IL),30089,30089
3508,3508,VISIONSPARK INTERNATIONAL LLC,32000,32000
3509,3509,VITRAN EXPRESS,41210,41210
3510,3510,WACKER CHEMICAL COROPRATION,31630,31630
3511,3511,WAGNER ELECTRIC MOTOR,30045,30045
3512,3512,WAKE INDUSTRIAL LLC.,30417,30417
3513,3513,WAL-MART,31039,31039
3514,3514,WALLACE COMPUTER SERVICE,32054,32054
3515,3515,WARNER OIL COMPANY,98303,98303
3516,3516,WASHLER GARBAGE & RECYCLING,31042,31042
3517,3517,WASTE MANAGMENT,"380,183,803,138,032",38018
3518,3518,WASTE MGMT OF IN - WARSAW,41154,41154
3519,3519,WATCON INC.,31420,31420
3520,3520,WATSON-MARLOW FLOW SMART,40063,40063
3521,3521,WAYNE FASTENERS,41361,41361
3522,3522,"WAYNE PIPE & SUPPLY, INC.",30400,30400
3523,3523,WEAS ENGINEERING INC.,33029,33029
3524,3524,WEBSTER'S BUSINESS GUIDE,33032,33032
3525,3525,"WELCH PACKAGING GROUP,INC.","3,003,940,044",30039
3526,3526,WELLS FARGO EQUIPMENT FINANCE,31513,31513
3527,3527,WERNER-TODD PUMP COMPANY,30129,30129
3528,3528,WESCHLER INSTRUMENTS,30242,30242
3529,3529,WESTERN CONSOLIDATED TECH.,42777,42777
3530,3530,WESTERN RUBBER INC.,42710,42710
3531,3531,WG CONTROLS,32883,32883
3532,3532,WHELCO INDUSTRIAL LLC,33086,33086
3533,3533,WHITE SUPPLY CO.,31525,31525
3534,3534,WIEGEL TOOL WORKS,43014,43014
3535,3535,WILDWOOD INDUSTRIES INC.,30000,30000
3536,3536,WILLIAM J DIXON CO. INC.,31485,31485
3537,3537,WILLIAM STUDEBAKER,41046,41046
3538,3538,WILLOWBROOK INTERIORS,98274,98274
3539,3539,WINDY CITY,34500,34500
3540,3540,WORKFORCE RESEARCH GROUP LLC,30415,30415
3541,3541,WORLD WIDE EXPRESS,40053,40053
3542,3542,"X-Y TOOL & DIE, INC.",30377,30377
3543,3543,XCEL COMPUTER SYSTEMS,41106,41106
3544,3544,XEROX FINANCIAL SERVICES LLC.,32023,32023
3545,3545,"YAZOO MILLS, INC.",30232,30232
3546,3546,"YODER OIL CO., INC.",41625,41625
3547,3547,YORK ERA SPRING COMPANY,30230,30230
3548,3548,YOUNGBLOOD AUTOMATION,30379,30379
3549,3549,YOURMEMBERSHIP.COM,30321,30321
3550,3550,YOUTH FOR CHRIST INC.,32831,32831
3551,3551,ZACHARY QUIMBY,30419,30419
3552,3552,ZATKOFF SEALS & PACKING,40070,40070
3553,3553,ZEE MEDICAL INC.- DO NOT USE,31455,31455
3554,3554,ZEE MEDICAL SERVICE,"3,145,441,454",31454
3555,3555,ZEUS - DO NOT ORDER,40014,40014
3556,3556,ZORO ACCONTS RECEIVABLE,30707,30707
3557,3557,ZUMBACH ELECTRONICS,32841,32841
3558,3558,ZURICH NORTH AMERICA,"3,035,130,371",30351
